TransactionID,Timestamp,TransactionType,TransactionAmount,AccountBalance,AccountID
989,3/20/2016 15:23,withdrawal,3453.64,37243.31,3548
990,3/20/2016 16:40,transfer,1600.25,62814.92,6697
991,3/20/2016 17:52,deposit,2752.6,58187.85,3298
992,3/20/2016 22:09,withdrawal,4752.26,56779.39,4575
993,3/20/2016 23:20,deposit,2020.03,94261.06,1459
994,3/21/2016 1:33,withdrawal,4975.26,64063.96,7335
995,3/21/2016 3:06,deposit,3346.67,78790.85,9704
996,3/21/2016 4:17,withdrawal,1971.96,84309.85,5002
997,3/21/2016 6:10,transfer,1312.78,99553.28,2843
998,3/21/2016 6:14,deposit,289.6,95462.62,4619
999,3/21/2016 6:52,deposit,4588.35,39770.03,2511
1000,3/21/2016 9:25,deposit,1557.45,92928.83,5637
1001,3/21/2016 9:59,transfer,4594.35,96765.27,9243
1002,3/21/2016 10:42,payment,4477.91,40474,1714
1003,3/21/2016 13:27,payment,1406.09,30976.35,6807
1004,3/21/2016 19:26,payment,367.82,6289.52,9532
1005,3/21/2016 21:43,withdrawal,3257.35,68488.39,7747
1006,3/21/2016 22:42,payment,735.54,84457.66,4223
1007,3/22/2016 6:28,payment,2061.06,72910.88,6043
1008,3/22/2016 7:05,withdrawal,4972.83,59660.94,3502
1009,3/22/2016 7:11,transfer,1778.62,67820.28,2411
1010,3/22/2016 7:23,withdrawal,3509.07,30631.9,6183
1011,3/22/2016 11:34,deposit,784.69,83216.91,4672
1012,3/22/2016 15:23,deposit,4210.79,45267.07,8850
1013,3/22/2016 15:30,transfer,1228.34,32509.17,6884
1014,3/22/2016 15:47,transfer,3858.43,61953.8,5672
1015,3/22/2016 16:08,payment,3399.5,68696.24,8518
1016,3/22/2016 16:15,deposit,369.18,2945.31,6651
1017,3/22/2016 17:05,withdrawal,4201.97,48721.12,3898
1018,3/22/2016 17:06,deposit,4905.91,40879.58,1132
1019,3/22/2016 19:11,transfer,4146.33,71439.71,6366
1020,3/22/2016 19:33,transfer,3252.18,35882.49,6683
1021,3/22/2016 23:04,payment,1435.34,17015.04,1183
1022,3/22/2016 23:22,transfer,1153.96,2845.68,6521
1023,3/22/2016 23:48,payment,707.88,74222.09,3676
1024,3/23/2016 2:03,transfer,4469.77,11258.48,3727
1025,3/23/2016 6:51,deposit,1456.85,45259,7873
1026,3/23/2016 8:39,withdrawal,803.91,52973.35,5567
1027,3/23/2016 12:05,payment,3864.26,39719.82,9386
1028,3/23/2016 12:56,transfer,2773.01,28913.45,4608
1029,3/23/2016 14:14,deposit,3524.31,69835.5,4406
1030,3/23/2016 15:01,transfer,466.15,29286.86,1547
1031,3/23/2016 16:55,deposit,1664.12,82850.46,4804
1032,3/23/2016 23:48,payment,4975.92,38974.38,4352
1033,3/24/2016 1:33,transfer,1579.55,30822.49,1760
1034,3/24/2016 2:12,payment,213.91,91827.14,9879
1035,3/24/2016 2:38,withdrawal,1041.22,55315.9,9364
1036,3/24/2016 6:24,transfer,4504.5,13642.71,7272
1037,3/24/2016 7:19,payment,4675.61,3790.47,1075
1038,3/24/2016 8:19,withdrawal,3340,92842.47,2285
1039,3/24/2016 14:17,withdrawal,2458.2,46833.57,4376
1040,3/24/2016 18:43,transfer,4077.9,19019.21,8598
1041,3/24/2016 19:09,deposit,1003.35,23616.36,6524
1042,3/24/2016 22:29,payment,1359.06,55620.35,9768
1043,3/25/2016 1:37,payment,3352.38,75259.81,2185
1044,3/25/2016 2:27,deposit,1226.13,26247.97,6142
1045,3/25/2016 3:11,transfer,2793.1,52445.53,1843
1046,3/25/2016 4:19,deposit,4370.64,9763.39,4246
1047,3/25/2016 6:15,deposit,3041.11,63984.87,8547
1048,3/25/2016 6:36,transfer,4901.67,12783.76,1441
1049,3/25/2016 12:21,withdrawal,244.78,49585.29,3354
1050,3/25/2016 13:34,deposit,120682.4568,91219.5,2836
1051,3/25/2016 13:50,deposit,467.21,23794.28,8206
1052,3/25/2016 14:03,transfer,3507.79,3734.63,6218
1053,3/25/2016 14:06,transfer,519.81,78665.45,3882
1054,3/25/2016 14:22,withdrawal,3137.06,80065.02,4710
1055,3/25/2016 16:07,transfer,2150.53,51032.46,5879
1056,3/25/2016 17:38,withdrawal,3695.46,78436.23,9855
1057,3/25/2016 19:18,payment,3546.6,30045.96,5237
1058,3/25/2016 21:09,payment,1138.01,95653.11,2056
1059,3/26/2016 3:34,withdrawal,2726.72,17646.26,4340
1060,3/26/2016 5:35,transfer,3441.78,90493.16,9514
1061,3/26/2016 6:43,withdrawal,1526.73,45379.44,9012
1062,3/26/2016 7:45,transfer,478.6,40623.33,8667
1063,3/26/2016 9:10,transfer,2924.2,82936.82,1491
1064,3/26/2016 10:08,payment,1434.02,4756.65,5888
1065,3/26/2016 17:10,withdrawal,867.29,30606.59,1310
1066,3/26/2016 18:12,withdrawal,4282.85,83851.5,5621
1067,3/26/2016 18:46,transfer,1805.55,36183.55,4124
1068,3/26/2016 22:48,withdrawal,3268.15,62459.06,6741
1069,3/27/2016 1:18,deposit,850.81,80518.13,2943
1070,3/27/2016 3:49,transfer,1989.79,23151.1,8035
1071,3/27/2016 6:34,deposit,4231.74,22019.89,6795
1072,3/27/2016 7:55,payment,2892.78,10666.61,9856
1073,3/27/2016 13:18,payment,1110.64,53952.34,3434
1074,3/27/2016 15:24,deposit,2657.93,10862.76,7833
1075,3/27/2016 17:25,payment,4112.64,47231.94,3928
1076,3/27/2016 17:27,payment,3312.96,14987.76,5030
1077,3/27/2016 19:57,payment,3543.31,46665.45,2247
1078,3/27/2016 20:38,withdrawal,1115.78,93843.65,1040
1079,3/27/2016 23:05,withdrawal,4538.15,59602.69,3937
1080,3/27/2016 23:43,transfer,2934.81,24835.26,8415
1081,3/28/2016 3:00,transfer,4697.27,47902.3,2446
1082,3/28/2016 3:40,withdrawal,3343.63,83894.93,8157
1083,3/28/2016 6:48,deposit,3992.98,18003.84,7974
1084,3/28/2016 7:02,payment,427.5,99624.63,3690
1085,3/28/2016 9:34,deposit,1026.73,90343.07,5089
1086,3/28/2016 11:41,payment,3186.93,53506.82,1202
1087,3/28/2016 12:07,deposit,4230.06,38476.77,8051
1088,3/28/2016 18:52,transfer,2200.77,34515.84,1348
1089,3/28/2016 19:09,transfer,212.63,41602.77,6805
1090,3/28/2016 19:59,payment,973.12,46832.42,2842
1091,3/28/2016 20:30,payment,4108.02,65954.76,1445
1092,3/29/2016 4:09,deposit,549.58,52271.33,8123
1093,3/29/2016 5:52,payment,3621.17,29410.93,1478
1094,3/29/2016 10:43,payment,3520.45,67775.02,1745
1095,3/29/2016 12:01,payment,2365.46,23276.74,4152
1096,3/29/2016 12:30,withdrawal,4911.91,54169.69,4777
1097,3/29/2016 15:04,withdrawal,4684.91,29842.8,2306
1098,3/29/2016 18:53,deposit,2974.55,51002.74,6199
1099,3/29/2016 22:00,transfer,4556.5,77588.74,9661
1100,3/29/2016 22:19,withdrawal,3275.64,76706.93,3450
1101,3/30/2016 0:18,deposit,4596.2,87576.56,6109
1102,3/30/2016 2:40,withdrawal,2925.91,98146.9,3365
1103,3/30/2016 4:16,deposit,4760.23,61332.06,9805
1104,3/30/2016 5:07,transfer,3630.05,9334.45,8062
1105,3/30/2016 11:10,transfer,4818.47,77170.03,5612
1106,3/30/2016 14:20,transfer,4794.43,84272.48,2314
1107,3/30/2016 14:34,withdrawal,10188.54282,5465.31,5186
1108,3/30/2016 16:50,transfer,1524.35,19560.56,8524
1109,3/30/2016 20:57,payment,3573.8,23956.04,6384
1110,3/30/2016 22:11,withdrawal,711.17,12145.77,2989
1111,3/31/2016 0:32,transfer,2618.48,82704.3,3292
1112,3/31/2016 7:27,deposit,4199.47,17384.73,6649
1113,3/31/2016 9:23,deposit,3447.21,7767.66,9415
1114,3/31/2016 10:12,transfer,1266.64,67948.26,9522
1115,3/31/2016 14:42,withdrawal,4365.92,10650.83,7675
1116,3/31/2016 16:17,deposit,157.97,58593.22,9523
1117,3/31/2016 16:37,withdrawal,4103.31,58714.43,3774
1118,3/31/2016 18:54,withdrawal,3890.15,5571.55,2161
1119,3/31/2016 20:08,transfer,2306.18,801.29,9507
1120,3/31/2016 20:58,transfer,2277.55,7811.01,5753
1121,3/31/2016 21:31,transfer,4854.3,72916.09,9544
1122,3/31/2016 22:29,transfer,2553.27,85556.3,4779
1123,4/1/2016 0:28,transfer,2418.48,56013.21,6707
1124,4/1/2016 2:07,transfer,4885.94,4444.43,9370
1125,4/1/2016 4:09,withdrawal,293.1,20194.34,1786
1126,4/1/2016 4:47,payment,1844.98,63223.14,7939
1127,4/1/2016 5:07,transfer,2168.28,86624.13,7160
1128,4/1/2016 6:48,deposit,1168.67,92591.81,1993
1129,4/1/2016 8:26,withdrawal,1002.13,82051.6,6276
1130,4/1/2016 13:39,deposit,4523.55,37401.24,5107
1131,4/1/2016 14:23,withdrawal,433.34,16119.74,3114
1132,4/1/2016 14:30,deposit,2571.84,65153.12,4496
1133,4/1/2016 16:33,transfer,4200.7,51150.68,5269
1134,4/1/2016 18:26,deposit,2988.82,9287.94,1272
1135,4/1/2016 18:51,payment,1901.83,98767.84,5985
1136,4/1/2016 19:35,transfer,2984.69,97534.38,9000
1137,4/1/2016 20:21,withdrawal,1765.9,88714.68,2195
1138,4/2/2016 0:08,payment,2660.13,15012.8,2158
1139,4/2/2016 0:16,deposit,1695.07,29121.27,9185
1140,4/2/2016 1:22,transfer,1137,71696.36,1669
1141,4/2/2016 3:14,transfer,1476.25,42246.09,8140
1142,4/2/2016 12:29,deposit,1628.75,41499.88,1761
1143,4/2/2016 13:59,deposit,2148.32,35460.25,3928
1144,4/2/2016 17:29,transfer,1164.41,36579.25,8161
1145,4/2/2016 19:44,payment,124.29,66656.55,5315
1146,4/2/2016 21:19,withdrawal,3717.75,32606.71,5333
1147,4/2/2016 21:26,withdrawal,4354.58,49246.78,1011
1148,4/2/2016 22:20,transfer,3861.36,95606.68,1874
1149,4/3/2016 2:17,deposit,1836.5,79898.99,4562
1150,4/3/2016 2:55,deposit,228.25,60769.7,4745
1151,4/3/2016 6:27,transfer,59.09,99732.15,1125
1152,4/3/2016 10:03,transfer,846.52,66046.52,3581
1153,4/3/2016 13:00,transfer,3067.85,88799.23,7325
1154,4/3/2016 14:49,withdrawal,2711.31,3853.72,9615
1155,4/3/2016 16:45,deposit,4828.23,23549.73,2636
1156,4/3/2016 17:05,transfer,854.49,41314.36,1364
1157,4/3/2016 17:48,transfer,2594.67,32466.63,1601
1158,4/3/2016 17:48,payment,249.02,46047.78,2771
1159,4/3/2016 19:31,payment,4853.41,38375.71,4827
1160,4/4/2016 1:32,withdrawal,1496.11,88753.75,1341
1161,4/4/2016 1:59,transfer,675.24,43177.43,6789
1162,4/4/2016 4:27,withdrawal,2794.53,55511.24,5408
1163,4/4/2016 4:50,deposit,1077.14,45273.87,3906
1164,4/4/2016 7:05,payment,4574.52,74048.98,6382
1165,4/4/2016 7:39,deposit,1922.46,38253.44,2556
1166,4/4/2016 11:33,transfer,2015.55,35018.02,2466
1167,4/4/2016 12:50,deposit,1703.12,72634.85,1375
1168,4/4/2016 13:07,deposit,3805.43,43817.47,9804
1169,4/4/2016 16:47,deposit,3244.84,88813.81,4774
1170,4/4/2016 19:34,withdrawal,3148.58,26499.75,1639
1171,4/4/2016 22:20,payment,2045.52,93288.74,7401
1172,4/5/2016 4:10,deposit,4827.32,24700.84,2958
1173,4/5/2016 5:29,withdrawal,4702.58,88801.98,4062
1174,4/5/2016 5:37,payment,220.36,68244.19,7592
1175,4/5/2016 8:29,payment,610.31,83016.65,1025
1176,4/5/2016 11:57,transfer,4110.34,52055.64,7834
1177,4/5/2016 14:09,deposit,4919.21,30898.94,2079
1178,4/5/2016 16:53,payment,4218.62,3014.18,5139
1179,4/5/2016 17:30,withdrawal,4012.92,29431.09,1972
1180,4/5/2016 21:33,payment,4474.19,64340.45,6083
1181,4/5/2016 22:47,withdrawal,1241.38,81835.95,3532
1182,4/6/2016 2:56,withdrawal,1880.32,44476.61,6240
1183,4/6/2016 3:45,deposit,1760.17,71642.7,5475
1184,4/6/2016 4:18,transfer,4858.82,83453.33,6468
1185,4/6/2016 6:49,deposit,4309.28,77887.53,5578
1186,4/6/2016 7:05,withdrawal,2136.14,27360.78,5468
1187,4/6/2016 8:20,transfer,4967.19,96091.06,9840
1188,4/6/2016 9:21,withdrawal,1879.42,12872.72,8317
1189,4/6/2016 11:25,withdrawal,3075.75,50887.09,1358
1190,4/6/2016 15:55,payment,4717.88,81413.59,3753
1191,4/6/2016 18:07,transfer,4099.29,55463.07,9012
1192,4/6/2016 20:27,deposit,3015.47,41398.94,6181
1193,4/7/2016 0:33,withdrawal,627.73,82219.6,4862
1194,4/7/2016 2:32,payment,2524.88,17431.33,2816
1195,4/7/2016 4:49,deposit,533.96,59612.14,9742
1196,4/7/2016 5:07,transfer,4376.43,39620.53,9348
1197,4/7/2016 7:19,payment,510.36,41869.07,1357
1198,4/7/2016 9:22,deposit,1997.45,53954.98,7051
1199,4/7/2016 9:31,deposit,2303.45,4000.68,4056
1200,4/7/2016 11:12,transfer,4632.43,37238.83,8835
1201,4/7/2016 11:26,deposit,2753.52,49887.31,3141
1202,4/7/2016 13:40,transfer,928.72,80340.8,5575
1203,4/7/2016 14:28,deposit,32315.25587,26998.68,8619
1204,4/7/2016 17:25,transfer,1457.07,29401.41,9244
1205,4/7/2016 17:37,deposit,3633.82,53349.88,8372
1206,4/8/2016 2:47,transfer,3172.63,17565,6565
1207,4/8/2016 3:29,deposit,2050.23,38004.88,9681
1208,4/8/2016 7:43,withdrawal,2678.92,86824.98,6569
1209,4/8/2016 8:56,transfer,48900.92832,39706.54,4422
1210,4/8/2016 11:29,transfer,3689.85,52935.72,5082
1211,4/8/2016 13:46,transfer,1373.59,73362.39,8309
1212,4/8/2016 15:20,withdrawal,424.75,47172.74,5917
1213,4/8/2016 22:15,transfer,4970.87,42828.13,2365
1214,4/8/2016 22:22,payment,2967.05,76680.69,3620
1215,4/8/2016 23:58,withdrawal,3721.66,67696.36,7103
1216,4/9/2016 0:45,transfer,4093.73,30592.15,7792
1217,4/9/2016 1:20,transfer,407.21,10092.67,2883
1218,4/9/2016 1:35,payment,1582.43,14439.54,3960
1219,4/9/2016 5:13,transfer,4319.57,72984.97,8498
1220,4/9/2016 6:19,transfer,3315.85,56060.16,1256
1221,4/9/2016 9:00,payment,4835.61,33154.77,5022
1222,4/9/2016 9:15,payment,280.77,43358.24,8215
1223,4/9/2016 9:16,transfer,4360.73,72591.46,4357
1224,4/9/2016 11:01,deposit,3498.15,9297.06,1746
1225,4/9/2016 11:44,payment,4542.26,91643.81,5885
1226,4/9/2016 12:02,deposit,3397.29,91253.85,6810
1227,4/9/2016 13:43,withdrawal,3192.99,97615.63,3001
1228,4/9/2016 13:47,transfer,3321.43,59448.22,1462
1229,4/9/2016 18:14,payment,55175.55148,31968.54,7645
1230,4/10/2016 0:22,withdrawal,3394.71,4735.75,8207
1231,4/10/2016 4:03,transfer,3921.07,86041.04,2376
1232,4/10/2016 6:10,deposit,639.9,81831.76,2097
1233,4/10/2016 6:47,payment,840.23,86920.62,9252
1234,4/10/2016 6:52,transfer,2648.29,86821,3850
1235,4/10/2016 6:55,transfer,1990.82,24303.61,7705
1236,4/10/2016 11:43,deposit,496.18,15375.54,1610
1237,4/10/2016 12:36,payment,4998.95,10492.87,7546
1238,4/10/2016 17:11,transfer,305.47,32568.28,1477
1239,4/10/2016 17:25,deposit,1688.74,58529.79,9837
1240,4/10/2016 18:21,transfer,2439.78,48496.08,9938
1241,4/10/2016 19:47,deposit,3611.61,56467.89,4912
1242,4/11/2016 0:04,deposit,960.17,25376.19,6542
1243,4/11/2016 1:32,withdrawal,3165.58,69328.45,1918
1244,4/11/2016 2:37,withdrawal,4562.51,1996.89,1669
1245,4/11/2016 7:03,deposit,411.93,78417,2531
1246,4/11/2016 7:15,transfer,3978.08,84364.13,8018
1247,4/11/2016 8:15,transfer,2203.57,99285.46,9743
1248,4/11/2016 11:42,payment,676.7,58153.66,1430
1249,4/11/2016 15:01,payment,1726.69,57027.39,1475
1250,4/11/2016 15:29,payment,4100.52,18342.19,3608
1251,4/11/2016 18:06,transfer,2737.55,5417.1,9615
1252,4/11/2016 22:12,transfer,44.4,5973.79,5117
1253,4/11/2016 22:49,withdrawal,2093.62,11941.22,6499
1254,4/12/2016 3:32,payment,4287.09,34537.75,3708
1255,4/12/2016 3:52,withdrawal,1480.62,97068.88,6210
1256,4/12/2016 7:55,deposit,3493.29,94046.02,4251
1257,4/12/2016 8:43,payment,13743.74553,10773.6,6821
1258,4/12/2016 11:02,transfer,4454.7,94306.39,6773
1259,4/12/2016 12:13,transfer,1202.63,41443.96,1629
1260,4/12/2016 12:44,transfer,4832.44,52088.54,9333
1261,4/12/2016 17:26,payment,421.98,3152.28,8077
1262,4/12/2016 19:04,deposit,4560.26,83670.22,4564
1263,4/12/2016 21:38,deposit,486.08,61185.9,8875
1264,4/13/2016 1:01,withdrawal,1660.67,66907.78,2848
1265,4/13/2016 1:42,deposit,4967.41,67741.92,3406
1266,4/13/2016 2:37,transfer,667.15,52325.71,8645
1267,4/13/2016 6:19,transfer,2115.29,10895.98,7459
1268,4/13/2016 7:03,payment,454.03,71334.14,2913
1269,4/13/2016 8:43,deposit,2552.45,64041.2,7974
1270,4/13/2016 10:48,payment,1150.72,91151.7,6916
1271,4/13/2016 12:34,deposit,4188.843105,2214.35,7897
1272,4/13/2016 13:21,withdrawal,32.89,59764.24,4435
1273,4/13/2016 13:56,withdrawal,4887.21,37662.56,8687
1274,4/13/2016 16:12,transfer,3181.25,65228.37,2789
1275,4/13/2016 16:24,withdrawal,2544.6,22132.92,9782
1276,4/13/2016 16:59,deposit,2278.85,79371.23,5110
1277,4/13/2016 17:59,transfer,1572.26,23661.2,6028
1278,4/13/2016 22:54,payment,2262.07,49646.73,7052
1279,4/13/2016 23:49,payment,4667.27,90959.06,8894
1280,4/14/2016 0:33,deposit,756.35,96402.82,1186
1281,4/14/2016 0:35,deposit,1390.33,44299,2253
1282,4/14/2016 1:40,transfer,2590.88,22992.21,3587
1283,4/14/2016 3:48,transfer,3111.95,15635.12,5274
1284,4/14/2016 5:37,deposit,158.77,35810.76,9199
1285,4/14/2016 7:41,transfer,1161.83,11623.5,3847
1286,4/14/2016 10:36,transfer,2740.56,64479.89,2168
1287,4/14/2016 11:22,payment,1039.17,34304.48,3511
1288,4/14/2016 11:37,deposit,1205.22,29365.54,6575
1289,4/14/2016 11:38,payment,4422.97,39729.27,9919
1290,4/14/2016 14:39,payment,4485.74,78330.78,2369
1291,4/14/2016 19:17,transfer,2119.62,57087.03,8364
1292,4/15/2016 2:26,transfer,921.04,70275.55,5445
1293,4/15/2016 4:59,deposit,237.1,72394.37,9064
1294,4/15/2016 5:34,deposit,116.2,17461.61,5743
1295,4/15/2016 9:01,deposit,2002.38,13116.37,2153
1296,4/15/2016 11:20,transfer,3686.28,97609.34,4327
1297,4/15/2016 12:24,deposit,1188.48,53117.98,4862
1298,4/15/2016 12:47,withdrawal,2252.4,43182.6,5498
1299,4/15/2016 14:03,payment,3483,538.01,1158
1300,4/15/2016 14:45,withdrawal,4906.21,15802.05,6793
1301,4/15/2016 15:42,payment,1407.41,91856.92,7149
1302,4/15/2016 18:56,transfer,3029.19,34832.26,7515
1303,4/15/2016 19:57,payment,2888,43023.9,5480
1304,4/15/2016 20:37,payment,1588.67,900.99,1334
1305,4/15/2016 22:00,payment,283.5,56274.52,1834
1306,4/16/2016 1:44,payment,2404.68,26069.69,7251
1307,4/16/2016 4:31,transfer,2122.27,32674.4,7606
1308,4/16/2016 6:35,payment,1180.8,27441.97,9609
1309,4/16/2016 10:39,transfer,4108.91,85616.27,3371
1310,4/16/2016 13:30,deposit,733.93,72661.33,3276
1311,4/16/2016 16:24,payment,2418.24,29101,9914
1312,4/16/2016 20:10,deposit,2717.83,6132.7,4251
1313,4/16/2016 23:09,transfer,2197.89,97123.5,1826
1314,4/16/2016 23:48,withdrawal,2592.47,41352.24,7557
1315,4/17/2016 1:54,transfer,444.24,48018.33,6948
1316,4/17/2016 3:11,payment,3624.84,53162.59,4830
1317,4/17/2016 6:01,transfer,2084.08,51635.28,7022
1318,4/17/2016 7:22,transfer,1660.96,30351.55,3523
1319,4/17/2016 8:42,payment,3218.53,78658.1,1121
1320,4/17/2016 9:07,withdrawal,3275.47,79813.65,7390
1321,4/17/2016 9:27,transfer,1212.29,38006.47,6156
1322,4/17/2016 9:41,transfer,2715.58,31337.47,7483
1323,4/17/2016 12:22,payment,2245.18,51031.8,8385
1324,4/17/2016 15:11,withdrawal,1464.46,20210.64,4812
1325,4/17/2016 15:21,deposit,1677.06,28204.11,5128
1326,4/17/2016 18:23,withdrawal,4983.42,77101.65,6534
1327,4/17/2016 22:37,payment,3775.83,99446.8,4634
1328,4/18/2016 2:22,transfer,2791.16,50095.34,1747
1329,4/18/2016 5:03,deposit,1712.07,53673.06,5901
1330,4/18/2016 6:15,transfer,4729.91,47495.97,2951
1331,4/18/2016 7:48,transfer,4234.08,40520.79,9145
1332,4/18/2016 11:31,transfer,3625.56,49147.7,3624
1333,4/18/2016 11:59,withdrawal,4070.04,92416.56,3697
1334,4/18/2016 13:49,deposit,3373.5,87792.59,5337
1335,4/18/2016 15:48,transfer,123.29,53833.06,2235
1336,4/18/2016 17:10,withdrawal,2976.47,50573.77,5327
1337,4/18/2016 18:04,withdrawal,2775.49,86510.67,8242
1338,4/18/2016 22:29,withdrawal,824.26,61582.05,9588
1339,4/19/2016 1:03,withdrawal,4067.03,12077.96,5639
1340,4/19/2016 6:42,payment,1643.82,8022.04,5230
1341,4/19/2016 8:09,transfer,379.19,17127.56,2752
1342,4/19/2016 10:02,withdrawal,4241.17,30210.61,3796
1343,4/19/2016 10:39,payment,1354.89,47545.61,3655
1344,4/19/2016 10:58,payment,4307.37,65110.37,4924
1345,4/19/2016 11:12,transfer,3527.78,31945.15,4501
1346,4/19/2016 13:23,withdrawal,132638.9052,80848.16,5803
1347,4/19/2016 17:54,payment,1514.47,96793.18,5033
1348,4/19/2016 18:44,deposit,3899.45,36268.21,5176
1349,4/19/2016 19:09,transfer,1326.59,51074.29,1864
1350,4/19/2016 23:48,deposit,524.42,9720.5,2221
1351,4/20/2016 2:13,payment,2549.17,92469.45,8187
1352,4/20/2016 3:06,withdrawal,2236.42,38477.45,7405
1353,4/20/2016 5:31,transfer,3434.92,1139.85,8531
1354,4/20/2016 6:29,transfer,4418.14,27812.49,3396
1355,4/20/2016 6:44,withdrawal,51.44,59231.77,2549
1356,4/20/2016 9:25,deposit,3904.8,25450.71,4822
1357,4/20/2016 9:34,payment,4341.01,33869.54,1439
1358,4/20/2016 18:24,transfer,2043.21,59037.43,2691
1359,4/20/2016 18:31,withdrawal,2095.74,29730.55,4642
1360,4/20/2016 19:32,withdrawal,552.27,49412.2,8476
1361,4/21/2016 0:56,payment,3623.39,49062.86,8081
1362,4/21/2016 2:03,transfer,455.1,29101.06,4452
1363,4/21/2016 2:21,withdrawal,4862.06,15065.72,7225
1364,4/21/2016 2:30,deposit,2222.48,29823.44,2834
1365,4/21/2016 2:33,withdrawal,1715.17,15949.75,5881
1366,4/21/2016 3:50,payment,325.89,87076.6,7677
1367,4/21/2016 4:01,withdrawal,3768.58,33041.45,2587
1368,4/21/2016 9:31,payment,1080.41,50164.08,4024
1369,4/21/2016 10:28,payment,1253.08,25606.16,6416
1370,4/21/2016 14:13,payment,2900.66,40638.04,2219
1371,4/21/2016 18:45,transfer,1228.07,99278.18,5753
1372,4/21/2016 20:53,transfer,2607.31,30767.44,3358
1373,4/21/2016 22:50,transfer,2493.04,21468.88,1159
1374,4/21/2016 22:51,withdrawal,2597.84,58017.93,8161
1375,4/21/2016 23:21,transfer,3417.81,81127.19,5895
1376,4/22/2016 1:57,transfer,4932.08,18658.52,6060
1377,4/22/2016 5:04,deposit,1413.99,7197.12,8067
1378,4/22/2016 5:08,deposit,96.76,95078.07,5423
1379,4/22/2016 6:01,transfer,4736.89,91276.25,3173
1380,4/22/2016 6:33,deposit,1618.33,14327.89,5762
1381,4/22/2016 9:11,withdrawal,3037.17,66768.06,7113
1382,4/22/2016 11:04,transfer,2662.22,42780.23,5080
1383,4/22/2016 11:57,withdrawal,1947.64,78330.7,3573
1384,4/22/2016 15:42,deposit,4259.33,80625.3,9608
1385,4/22/2016 16:45,withdrawal,1204.22,82567.09,7453
1386,4/22/2016 17:16,withdrawal,1349.32,60480.79,2592
1387,4/22/2016 17:25,payment,2939.26,10544.89,7983
1388,4/22/2016 20:43,transfer,3533.77,90074.01,6373
1389,4/22/2016 22:21,transfer,3964.26,82639.79,7349
1390,4/22/2016 22:33,deposit,210.71,75336.9,3194
1391,4/23/2016 0:21,deposit,2470.72,22821.22,5963
1392,4/23/2016 1:04,withdrawal,1394.52,87015.78,5067
1393,4/23/2016 21:43,deposit,3151.56,65317.64,8964
1394,4/23/2016 23:31,transfer,4357.43,34373.14,6573
1395,4/24/2016 5:50,payment,1512.08,47102.07,2737
1396,4/24/2016 8:30,payment,3893.98,58554.48,2118
1397,4/24/2016 9:42,withdrawal,257.07,86925.31,9015
1398,4/24/2016 14:51,deposit,3903.63,45742.8,1550
1399,4/24/2016 16:48,deposit,1576.01,88460.31,3157
1400,4/24/2016 17:55,deposit,1708.86,39413.8,4504
1401,4/24/2016 17:56,withdrawal,2507.06,6289.83,4934
1402,4/24/2016 18:20,payment,1350.75,61986.13,3574
1403,4/24/2016 18:31,transfer,1337.74,47319.84,1660
1404,4/24/2016 19:27,deposit,2549.34,79722.37,1104
1405,4/24/2016 20:59,transfer,2600.82,15363.51,2139
1406,4/24/2016 22:28,deposit,2790.92,21101.03,6795
1407,4/24/2016 22:35,deposit,3666.36,63352.66,3430
1408,4/24/2016 23:56,payment,3893.13,1439.66,8823
1409,4/25/2016 3:12,transfer,3629.89,83272.5,4072
1410,4/25/2016 4:40,transfer,1019.63,4989.86,8429
1411,4/25/2016 8:13,deposit,4013.68,3439.71,4181
1412,4/25/2016 9:11,withdrawal,250.25,24391.53,8833
1413,4/25/2016 9:44,payment,4154.07,47100.73,2528
1414,4/25/2016 9:58,payment,463.79,84343.6,6288
1415,4/25/2016 11:36,transfer,1863.91,8442.44,4700
1416,4/25/2016 11:38,deposit,4518.01,19207.61,6535
1417,4/25/2016 11:47,deposit,1583.03,55307.29,6654
1418,4/25/2016 12:13,payment,2055.1,69677.7,8856
1419,4/25/2016 14:08,deposit,625.39,49420.49,3734
1420,4/25/2016 19:21,transfer,1981.34,58381.72,3185
1421,4/25/2016 19:29,deposit,3982.52,10440.45,1589
1422,4/25/2016 22:32,payment,1520.46,77840.3,3272
1423,4/26/2016 5:16,withdrawal,2839.56,83128.61,5851
1424,4/26/2016 5:29,withdrawal,2475.42,205.2,4058
1425,4/26/2016 10:48,withdrawal,2720.47,69594.73,3515
1426,4/26/2016 14:06,deposit,1785.55,76175.43,6475
1427,4/26/2016 14:33,withdrawal,23.4,53110.13,6077
1428,4/26/2016 18:13,deposit,1418.06,67844.63,9673
1429,4/26/2016 19:53,withdrawal,865.67,75336.66,2842
1430,4/27/2016 0:03,transfer,1678.45,61766.5,6974
1431,4/27/2016 1:53,payment,2945.71,38784.55,7041
1432,4/27/2016 5:18,deposit,700.99,65473.76,7602
1433,4/27/2016 6:38,deposit,3216.25,2837.02,5285
1434,4/27/2016 7:29,deposit,109.11,34647.45,5702
1435,4/27/2016 9:22,deposit,3191.74,89138.64,7153
1436,4/27/2016 16:02,deposit,999.15,36437.91,1971
1437,4/27/2016 17:56,payment,3075.06,93892.86,4626
1438,4/27/2016 21:26,deposit,1611.65,66848.18,2713
